datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag
2022-07-28T23:45:44Z,NA,NA,515.37,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:45Z,NA,NA,515.28,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:46Z,7.33,10.83,516.47,1.83,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:47Z,NA,NA,516.39,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:48Z,NA,NA,517.24,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:49Z,NA,NA,516.92,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:50Z,NA,NA,517.63,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:51Z,NA,NA,518.42,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:52Z,NA,NA,518.97,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:53Z,NA,NA,518.8,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:54Z,NA,NA,519.28,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:55Z,NA,NA,519.67,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:56Z,7.35,10.83,519.83,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:57Z,NA,NA,520.38,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:58Z,NA,NA,520.46,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:45:59Z,NA,NA,521.18,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:00Z,NA,NA,521.86,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:01Z,NA,NA,521.86,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:02Z,NA,NA,522.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:03Z,NA,NA,522.66,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:04Z,NA,NA,522.21,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:05Z,NA,NA,523.47,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:06Z,7.36,10.84,523.56,2.14,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:07Z,NA,NA,523.71,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:08Z,NA,NA,524.58,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:09Z,NA,NA,523.94,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:10Z,NA,NA,523.93,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:11Z,NA,NA,525.58,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:12Z,NA,NA,525.81,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:13Z,NA,NA,526.06,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:14Z,NA,NA,526.13,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:15Z,NA,NA,526.13,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:16Z,7.37,10.83,527.54,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:17Z,NA,NA,527.46,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:18Z,NA,NA,527.39,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:19Z,NA,NA,528.33,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:20Z,NA,NA,528.33,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:21Z,NA,NA,528.21,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:22Z,NA,NA,528.99,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:23Z,NA,NA,529.37,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:24Z,NA,NA,529.46,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:25Z,NA,NA,529.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:26Z,7.38,10.83,529.92,1.68,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:27Z,NA,NA,529.92,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
2022-07-28T23:46:28Z,NA,NA,530.63,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA
