datetime,temp_air,temp_soil,conc,PAR,turfID,type,start,end,fluxID,n_conc,ratio,flag,time,cut,Cm_est,a_est,b_est,tz_est,Cz,Cm,a,b,tz,slope_tz,fit,fit_slope,start_z,temp_fahr,temp_kelvin
2022-07-28T23:44:22Z,NA,NA,477.74,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,47,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,490.222677668406,504.765030376958,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:23Z,NA,NA,478.12,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,48,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,491.021993921453,506.320089603422,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:24Z,NA,NA,478.28,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,49,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,491.803881438581,507.875148829886,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:25Z,NA,NA,479.45,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,50,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,492.568459495807,509.430208056349,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:26Z,7.24,10.86,480.01,1.98,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,51,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,493.315846552867,510.985267282813,2022-07-28T23:43:44Z,45.032,280.39
2022-07-28T23:44:27Z,NA,NA,480.01,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,52,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,494.046160258799,512.540326509277,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:28Z,NA,NA,481.19,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,53,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,494.759517457496,514.09538573574,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:29Z,NA,NA,481.5,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,54,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,495.456034193211,515.650444962204,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:30Z,NA,NA,481.98,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,55,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,496.135825716031,517.205504188667,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
2022-07-28T23:44:31Z,NA,NA,482.22,NA,156 AN2C 156,ER,2022-07-28T23:43:35Z,2022-07-28T23:47:05Z,1,210,1,NA,56,keep,532.03,0.222740884188786,-0.00331641449072371,14,446.696397058824,927.600428002461,-1.74738879429785,0.00686716643709844,9.65824971169209,1.55505922646365,496.799006487317,518.760563415131,2022-07-28T23:43:44Z,#VALUE!,#VALUE!
